date,TSI,DNI,GHI,Air_P,RH,Power
2019-1-3 15:15,624.07,65.933333,506.741333,855.52,19.46,16.52
2019-1-3 15:30,641,72.666667,520.492,855.61,20.97,16.65
2019-1-3 15:45,769.4,65.133333,624.536667,855.54,21.17,20.4
2019-1-3 16:00,699.93,60.733333,568.453333,855.5,19.69,18.41
2019-1-3 16:15,674.6,58,547.506,855.49,19.75,17.59
2019-1-3 16:30,622.07,53.266667,504.902,855.59,19.89,15.82
2019-1-3 16:45,589.13,61.2,478.106,855.62,20.24,15.07
2019-1-3 17:00,355.27,48.466667,288.368,855.81,20.84,9.49
2019-1-3 17:15,290.07,50.8,235.425333,855.94,21.36,7.77
2019-1-3 17:30,307.87,64.4,249.772,856.19,21.84,8.2
2019-1-3 17:45,190.8,50.4,154.768,856.43,22.79,4.77
2019-1-3 18:00,142.47,45,115.520667,856.47,23.9,3.03
2019-1-3 18:15,117.6,22.466667,95.167333,856.64,24.83,2.09
2019-1-3 18:30,26.67,6.2,21.274667,856.78,27.03,0.4
2019-1-3 18:45,0.13,0,0.054,856.94,28.97,0
2019-1-3 19:00,0,0,0,857.17,29.76,0
2019-1-3 19:15,0,0,0,857.4,31.57,0
2019-1-3 19:30,0,0,0,857.61,35.17,0
2019-1-3 19:45,0,0,0,857.71,36.31,0
2019-1-3 20:00,0,0,0,857.81,36.55,0
2019-1-3 20:15,0,0,0,857.89,35.88,0
2019-1-3 20:30,0,0,0,857.97,30.89,0
2019-1-3 20:45,0,0,0,858.07,30.96,0
2019-1-3 21:00,0,0,0,858.12,32.01,0
2019-1-3 21:15,0,0,0,858.14,32.34,0
2019-1-3 21:30,0,0,0,858.2,32.49,0
2019-1-3 21:45,0,0,0,858.31,32.04,0
2019-1-3 22:00,0,0,0,858.41,31.61,0
2019-1-3 22:15,0,0,0,858.46,31.31,0
2019-1-3 22:30,0,0,0,858.52,30.62,0
2019-1-3 22:45,0,0,0,858.55,30.32,0
2019-1-3 23:00,0,0,0,858.6,30.13,0
2019-1-3 23:15,0,0,0,858.62,30.84,0
2019-1-3 23:30,0,0,0,858.75,32.56,0
2019-1-3 23:45,0,0,0,858.84,32.63,0
2019-1-4 0:00,0,0,0,858.88,32.65,0
2019-1-4 0:15,0,0,0,858.99,32.79,0
2019-1-4 0:30,0,0,0,859.07,32.49,0
2019-1-4 0:45,0,0,0,859.14,32.51,0
2019-1-4 1:00,0,0,0,859.33,32.26,0
2019-1-4 1:15,0,0,0,859.55,32.31,0
2019-1-4 1:30,0,0,0,859.64,31.73,0
2019-1-4 1:45,0,0,0,859.67,31.57,0
2019-1-4 2:00,0,0,0,859.76,31.14,0
2019-1-4 2:15,0,0,0,859.87,30.33,0
2019-1-4 2:30,0,0,0,859.95,29.92,0
2019-1-4 2:45,0,0,0,860.04,29.15,0
2019-1-4 3:00,0,0,0,860.29,29.49,0
2019-1-4 3:15,0,0,0,860.27,29.5,0
2019-1-4 3:30,0,0,0,860.31,29.48,0
2019-1-4 3:45,0,0,0,860.23,28.99,0
2019-1-4 4:00,0,0,0,860.19,29.77,0
2019-1-4 4:15,0,0,0,860.21,31.02,0
2019-1-4 4:30,0,0,0,860.22,31.45,0
2019-1-4 4:45,0,0,0,860.18,31.47,0
2019-1-4 5:00,0,0,0,860.11,31.07,0
2019-1-4 5:15,0,0,0,860.01,30.03,0
2019-1-4 5:30,0,0,0,860.07,30.02,0
2019-1-4 5:45,0,0,0,859.98,31.17,0
2019-1-4 6:00,0,0,0,859.98,31.79,0
2019-1-4 6:15,0,0,0,860.17,42.85,0
2019-1-4 6:30,0,0,0,860.26,42.55,0
2019-1-4 6:45,0,0,0,860.36,39.93,0
2019-1-4 7:00,0,0,0,860.44,37.19,0
2019-1-4 7:15,0,0,0,860.43,35.15,0
2019-1-4 7:30,0,0,0,860.37,35.15,0
2019-1-4 7:45,0,0,0,860.3,37.04,0
2019-1-4 8:00,0,0,0,860.42,38.55,0
2019-1-4 8:15,0.93,0.666667,0.974667,860.66,37.93,0
2019-1-4 8:30,7.47,5.866667,6.603333,860.95,38.58,0.08
2019-1-4 8:45,107.67,20.666667,87.588667,861.26,36.06,2.1
2019-1-4 9:00,188.6,74,153.144667,861.3,36.41,4.96
2019-1-4 9:15,155.73,137.4,126.13,861.34,36.97,7.52
2019-1-4 9:30,323.4,174,262.6,861.41,43.11,10.24
2019-1-4 9:45,521.33,200.066667,423.592,861.43,44.53,12.68
2019-1-4 10:00,611.8,248.333333,497.268,861.69,39.98,14.65
2019-1-4 10:15,659.93,283.4,536.246667,862.01,39.27,16.26
2019-1-4 10:30,709.8,318.066667,576.52,862.04,40.43,17.69
2019-1-4 10:45,754.2,347.666667,612.572667,862.06,37.11,19.13
2019-1-4 11:00,796.2,364.533333,646.784667,862.2,30.47,20.24
2019-1-4 11:15,838.73,360.2,681.376,862.07,28.01,21.18
2019-1-4 11:30,884.07,336.466667,718.187333,861.79,26.83,22.08
2019-1-4 11:45,920.87,299.2,747.798667,861.59,25.34,22.77
2019-1-4 12:00,948,255.733333,769.722667,861.3,24.79,23.32
2019-1-4 12:15,987.27,212.333333,801.822667,861.1,24.68,24.15
2019-1-4 12:30,1008.93,170.133333,819.146,860.69,23.51,24.59
2019-1-4 12:45,1020.33,133.933333,828.672667,860.34,23.65,24.89
2019-1-4 13:00,1016.07,107.066667,825.046667,859.95,21.55,24.97
2019-1-4 13:15,1041.33,100.2,845.508667,859.61,22.06,24.48
2019-1-4 13:30,1032.4,93.133333,838.254,859.1,19.93,24.21
2019-1-4 13:45,1032.13,72.866667,838.036667,858.42,16.01,24.65
2019-1-4 14:00,1025.13,63.8,832.354667,858.15,14.01,25.03
2019-1-4 14:15,997.13,58.733333,809.672,858,12.64,24.74
2019-1-4 14:30,966.33,58.333333,784.500667,857.55,11.73,24.43
2019-1-4 14:45,923.27,55.733333,749.800667,857.53,12.18,23.7
2019-1-4 15:00,889.27,56.933333,722.246667,857.31,11.83,23.09
2019-1-4 15:15,849.4,56.133333,689.658,857.2,10.87,22.4
2019-1-4 15:30,819.73,59.333333,665.570667,857.36,11.31,21.5
2019-1-4 15:45,772.93,51.8,627.404,857.33,11.19,20.45
2019-1-4 16:00,731.8,50.2,593.788,857.2,11.49,19.27
2019-1-4 16:15,686.47,47.8,556.978,857.16,11.27,18
2019-1-4 16:30,641.93,45.866667,520.87,857.15,11.51,16.59
2019-1-4 16:45,589.53,41.933333,478.268,857.05,11.81,15
2019-1-4 17:00,532.47,38.866667,432.038,857.09,12.12,13.3
2019-1-4 17:15,467.93,35.933333,379.475333,857.01,12.39,11.45
2019-1-4 17:30,392.73,33.266667,318.358667,856.92,12.67,9.35
2019-1-4 17:45,305.67,28.533333,247.878667,857.22,13.07,6.81
2019-1-4 18:00,218.33,22.866667,177.016667,856.89,13.49,4.42
2019-1-4 18:15,130.33,15.533333,105.397333,857.2,14.11,2.26
2019-1-4 18:30,33.33,4.933333,26.578667,857.52,15.43,0.5
2019-1-4 18:45,0.27,0,0.162,857.68,16.93,0
2019-1-4 19:00,0,0,0,857.89,18.11,0
2019-1-4 19:15,0,0,0,858.02,19.63,0
2019-1-4 19:30,0,0,0,858.42,22.32,0
2019-1-4 19:45,0,0,0,858.66,21.15,0
2019-1-4 20:00,0,0,0,858.96,21.22,0
2019-1-4 20:15,0,0,0,859.11,21.89,0
2019-1-4 20:30,0,0,0,859.15,22.34,0
2019-1-4 20:45,0,0,0,859.21,23.02,0
2019-1-4 21:00,0,0,0,859.49,23.75,0
2019-1-4 21:15,0,0,0,859.7,24.38,0
2019-1-4 21:30,0,0,0,859.82,25.29,0
2019-1-4 21:45,0,0,0,859.8,25.49,0
2019-1-4 22:00,0,0,0,859.9,25.81,0
2019-1-4 22:15,0,0,0,860.11,25.91,0
2019-1-4 22:30,0,0,0,860.28,26.01,0
2019-1-4 22:45,0,0,0,860.43,25.37,0
2019-1-4 23:00,0,0,0,860.63,24.29,0
2019-1-4 23:15,0,0,0,860.73,23.13,0
2019-1-4 23:30,0,0,0,860.83,23.39,0
2019-1-4 23:45,0,0,0,860.99,23.57,0
2019-1-5 0:00,0,0,0,860.98,22.98,0
2019-1-5 0:15,0,0,0,861.11,24.57,0
2019-1-5 0:30,0,0,0,861.23,25.67,0
2019-1-5 0:45,0,0,0,861.31,25.1,0
2019-1-5 1:00,0,0,0,861.23,23.21,0
2019-1-5 1:15,0,0,0,861.19,23.1,0
2019-1-5 1:30,0,0,0,861.29,22.27,0
2019-1-5 1:45,0,0,0,861.31,21.11,0
2019-1-5 2:00,0,0,0,861.39,21.17,0
2019-1-5 2:15,0,0,0,861.45,20.43,0
2019-1-5 2:30,0,0,0,861.61,20.15,0
2019-1-5 2:45,0,0,0,861.81,20,0
2019-1-5 3:00,0,0,0,861.83,20.53,0
2019-1-5 3:15,0,0,0,861.62,20.6,0
2019-1-5 3:30,0,0,0,861.63,21.43,0
2019-1-5 3:45,0,0,0,861.47,21.49,0
2019-1-5 4:00,0,0,0,861.37,21,0
2019-1-5 4:15,0,0,0,861.23,20.71,0
2019-1-5 4:30,0,0,0,861.15,21.05,0
2019-1-5 4:45,0,0,0,861.25,20.45,0
2019-1-5 5:00,0,0,0,861.39,20.55,0
2019-1-5 5:15,0,0,0,861.57,20.52,0
2019-1-5 5:30,0,0,0,861.82,20.39,0
2019-1-5 5:45,0,0,0,861.89,21.86,0
2019-1-5 6:00,0,0,0,861.95,22.84,0
2019-1-5 6:15,0,0,0,862.28,22.33,0
2019-1-5 6:30,0,0,0,862.48,22.23,0
2019-1-5 6:45,0,0,0,862.7,20.97,0
2019-1-5 7:00,0,0,0,862.95,21.57,0
2019-1-5 7:15,0,0,0,863.28,22.25,0
2019-1-5 7:30,0,0,0,863.53,22.34,0
2019-1-5 7:45,0,0,0,863.71,22.65,0
2019-1-5 8:00,0,0,0,864.03,22.77,0
2019-1-5 8:15,0.53,0.6,0.649333,864.1,23.42,0
2019-1-5 8:30,6,5,5.359,864.12,22.27,0
2019-1-5 8:45,117.8,22.133333,95.762667,864.27,21.25,2.12
2019-1-5 9:00,224.53,75.4,182.32,864.34,18.75,4.97
2019-1-5 9:15,155.8,137.133333,126.348667,864.32,16.03,7.43
2019-1-5 9:30,330.8,174.133333,268.610667,864.36,16.23,10.12
2019-1-5 9:45,532.13,199.866667,432.200667,864.68,21.21,12.6
2019-1-5 10:00,623.6,247.6,506.742,864.89,26.63,14.66
2019-1-5 10:15,676.33,284.8,549.237333,865.06,25.02,16.39
2019-1-5 10:30,724.33,316.866667,588.375333,865.28,24.48,17.77
2019-1-5 10:45,767.07,340.533333,622.912667,865.45,26.73,19.06
2019-1-5 11:00,804.8,350.4,653.985333,865.49,25.77,20.23
2019-1-5 11:15,846.53,339.133333,687.493333,865.53,23.57,21.23
2019-1-5 11:30,886.53,308.866667,719.865333,865.53,21.3,22.03
2019-1-5 11:45,927.53,270.4,753.101333,865.28,18.08,22.76
2019-1-5 12:00,970.93,227.933333,788.507333,865.09,13.19,23.35
2019-1-5 12:15,1000.4,185.8,812.541333,864.88,12.64,23.15
2019-1-5 12:30,1033.2,150.4,838.796,864.8,12.25,24.47
2019-1-5 12:45,1047.33,115.866667,850.326667,864.41,9.83,24.81
2019-1-5 13:00,1065.8,90.4,865.428667,863.8,8.05,25.23
2019-1-5 13:15,1068.87,76.066667,867.649333,863.32,7.69,25.29
2019-1-5 13:30,1041.93,66,845.942,862.87,7.01,24.84
2019-1-5 13:45,1054.13,59.6,855.956667,862.54,7.2,25.09
2019-1-5 14:00,1041.13,52.6,845.399333,862.21,6.91,25
2019-1-5 14:15,1013.07,47.933333,822.393333,861.89,6.91,24.67
2019-1-5 14:30,975.6,44.133333,791.861333,861.59,6.1,24.23
2019-1-5 14:45,938.93,43.8,762.196667,861.35,5.99,23.83
2019-1-5 15:00,897.67,41.666667,728.472667,861.14,5.96,23.13
2019-1-5 15:15,855.8,38.4,694.531333,860.89,5.24,22.27
2019-1-5 15:30,815.27,36.666667,661.454667,860.67,5.41,21.47
2019-1-5 15:45,770.93,36.666667,625.618667,860.5,5.53,20.57
